id,content,dined_at,submitted_at,user,rating,images,restaurant_id,response,helpfulness
OT-294264-63193-120193670752,Wir hatten Freunde eingeladen und wir waren mega begeistert. Es passt alles rundherum.,2026-04-24T19:15:00Z,2026-04-29T19:38:45Z,"{'name': 'René', 'number_of_reviews': 1, 'location': 'Nedersaksen'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 5, 'noise': 'Do Not Recall'}",,r/the-alchemist-bar-and-restaurant-berlin,"{'content': 'Hallo Rene,\nWir schätzen es sehr, dass Sie Freunde eingeladen und eine so schöne Bewertung hinterlassen haben. Es freut uns sehr, dass Sie alle so begeistert waren und dass alles so gut zusammengepasst hat. Es ist wunderbar zu hören, dass Ihnen das gesamte Erlebnis gefallen hat. Wir freuen uns darauf, Sie bald wieder bei uns begrüßen zu dürfen.\nThe Alchemist Berlin Team', 'date': '2026-05-08T11:11:58Z'}",
OT-294264-61787-170149495437,"Es war ein tolle Zeit, mit geschmacklichen und optischen Überraschungen und Highlight. Vielen Dank ans Team",2026-03-28T16:30:00Z,2026-03-29T13:43:18Z,"{'name': 'Kenneth', 'number_of_reviews': 1, 'location': 'Washington, D.C'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 4, 'noise': 'Energetic'}",,r/the-alchemist-bar-and-restaurant-berlin,"{'content': 'Hey Kenneth,\nVielen Dank für Ihre wunderbare Bewertung. Wir freuen uns sehr, dass Sie eine tolle Zeit hatten und dass die Gerichte Sie sowohl geschmacklich als auch optisch überraschen konnten. Es bedeutet uns viel, dass Sie ein echtes Highlight bei uns gefunden haben. Vielen Dank auch für Ihr Lob an das Team – wir freuen uns darauf, Sie bald wieder bei uns begrüßen zu dürfen!\nThe Alchemist Berlin Team', 'date': '2026-03-30T08:34:19Z'}",
OT-294264-61202-100168204890,"It was a nice and chill atmosphere, even quiet in around 18:00 but the staff was friendly, drinks nice and creative, and food portions were okay. I liked that I reserved for a birthday and they even brought me an unexpected birthday cake and that was so special, definitely the cherry on top. I would definitely visit again.",2026-03-19T17:30:00Z,2026-03-21T17:47:55Z,"{'name': 'Vanessa', 'number_of_reviews': 1, 'location': 'Mexico-Stad'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 4, 'noise': 'Do Not Recall'}",,r/the-alchemist-bar-and-restaurant-berlin,"{'content': ""Hey Vanessa,\nThank you for visiting The Alchemist and providing us such lovely feedback. We are so glad that you had an enjoyable experience. We're eagerly looking forward to having you back with us soon. \nSending warm regards, \nThe Alchemist Berlin Team"", 'date': '2026-03-23T12:40:32Z'}",
OT-294264-61157-180053795198,"Todo excelente de primera muy agradable ambiente y el servicio simpático y amistoso, el llegar perfecto para ir antes del concierto de la filarmónica de Berlín",2026-03-16T17:00:00Z,2026-03-19T16:36:18Z,"{'name': 'Susana', 'number_of_reviews': 14, 'location': 'Los Angeles'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 4, 'noise': 'Do Not Recall'}","[{'id': '92384489', 'timestamp': '2026-03-19T16:37:09Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/92384489-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/92384489-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/92384489-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/92384489-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/92384489-1?width=640&height=360'}]}]",r/the-alchemist-bar-and-restaurant-berlin,"{'content': ""Hey Susana,\nThank you for visiting The Alchemist and providing us such lovely feedback. We are so glad that you had an enjoyable experience. We're eagerly looking forward to having you back with us soon. \nSending warm regards, \nThe Alchemist Berlin Team"", 'date': '2026-03-23T12:40:54Z'}",
OT-294264-60165-320099230112,Amazing experience with very fun drinks and nice food.,2026-02-25T17:45:00Z,2026-03-01T12:36:00Z,"{'name': 'Lily', 'number_of_reviews': 1, 'location': 'Berlijn'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 5, 'noise': 'Do Not Recall'}",,r/the-alchemist-bar-and-restaurant-berlin,"{'content': ""Hey Lily\nThank you so much for the lovely review. We're delighted you had an amazing experience and enjoyed our fun drinks and the food. It means a lot to hear that the flavours and presentation hit the mark. We look forward to welcoming you back soon for more creative cocktails and dishes.\nThe Alchemist Berlin Team"", 'date': '2026-03-23T12:43:59Z'}",
OT-294264-59998-300093988330,"Alles war super. Fand es nur sehr schade, dass die Küche so früh schließt.",2026-02-20T20:30:00Z,2026-02-21T16:27:27Z,"{'name': 'Eda Deniz', 'number_of_reviews': 1, 'location': 'Berlijn'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 5, 'noise': 'Moderate'}",,r/the-alchemist-bar-and-restaurant-berlin,"{'content': 'Hey Eda,\nVielen Dank für Ihre nette Bewertung. Wir freuen uns sehr, dass Ihnen ansonsten alles während Ihres Besuchs gefallen hat. Es tut uns leid, dass Sie enttäuscht waren, dass die Küche früh schließt. Wir schätzen Ihr Feedback zu unseren Öffnungszeiten. Bitte schauen Sie beim nächsten Mal auf unsere Website oder rufen Sie vorher an, um sicherzugehen, dass die Küche noch geöffnet ist, wenn Sie ankommen.\nThe Alchemist Berlin Team', 'date': '2026-05-14T10:35:12Z'}",
OT-294264-58505-340106696704,"Alles soweit in Ordnung / gerne wieder
Super angenehme Atmosphäre",2026-02-14T19:00:00Z,2026-02-27T14:45:30Z,"{'name': 'Ay', 'number_of_reviews': 1, 'location': 'Berlijn'}","{'overall': 5, 'food': 4, 'service': 4, 'ambience': 5, 'value': 5, 'noise': 'Do Not Recall'}",,r/the-alchemist-bar-and-restaurant-berlin,"{'content': 'Hey Ay,\nVielen Dank für Ihre freundliche Bewertung. Wir freuen uns sehr zu hören, dass alles in Ordnung war und Sie unsere angenehme Atmosphäre genossen haben. Es bedeutet uns viel, dass Sie wiederkommen würden. Unser Ziel ist es, einen entspannten Raum für Mahlzeiten und Gespräche zu schaffen, und wir freuen uns darauf, Sie bald wieder bei uns begrüßen zu dürfen.\nThe Alchemist Berlin Team', 'date': '2026-03-23T12:45:07Z'}",
OT-294264-57929-320000353462,"Leider eine sehr negative Erfahrung.
Der Empfang im zerknitterten weißen T-Shirt unpersönlich und nicht professionell.
Der Service leider ebensowenig.

Getränkequalität war leider unterirdisch. Alkoholfreie Cocktails geschmacklos, reguläre Cocktails Preis-Leistung nicht gut. Viel zu wenig Menge, viel zu wenig Effekt obwohl als Effekt Drink in der Karte beschrieben.
Beschreibung der Drinks in der Karte nicht lesbar, da viel zu klein geschrieben. Schriftgröße 5?

Als wir mit Karte bezahlen wollten, wurde das EC Gerät auf den Tisch geknallt und die Kellnerin verschwand wieder.

Service, Empfehlungen, Nachfrage nach einem zweiten Getränk, Kommunikation mit dem Gast. All das fand hier nicht statt.

Lust auf einen netten Abend mit guten Drinks? Dann ist der Alchemist leider zur falschen Adresse geworden.",2026-01-17T21:00:00Z,2026-01-18T12:50:57Z,"{'name': 'Andreas', 'number_of_reviews': 2, 'location': 'Berlijn'}","{'overall': 1, 'food': 3, 'service': 1, 'ambience': 2, 'value': 1, 'noise': 'Do Not Recall'}","[{'id': '91470440', 'timestamp': '2026-01-18T12:51:02Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/91470440-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/91470440-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/91470440-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/91470440-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/91470440-1?width=640&height=360'}]}]",r/the-alchemist-bar-and-restaurant-berlin,"{'content': 'Hey Andreas, \nWir möchten uns herzlich für Ihr Feedback zu Ihrem letzten Besuch bedanken. Es tut uns aufrichtig leid, dass wir Ihre Erwartungen im Alchemist nicht erfüllen konnten. Die Zufriedenheit unserer Gäste liegt uns sehr am Herzen und es ist unser oberstes Ziel, Ihnen das bestmögliche Erlebnis zu bieten. \nMit freundlichen Grüßen, \n Das Alchemist Berlin Team', 'date': '2026-01-19T10:00:38Z'}",
OT-294264-18979-180198877748,"Geweldige ervaring gehad! Wel rekening houden met dat je maar +/- 1.5 uur daar bent, niet een avond vullend iets. Maar hele bijzondere ervaring waarbij eten én drinken op leuke manieren werd opgediend. Mega aanrader voor iedereen!",2024-03-16T18:00:00Z,2024-03-17T12:08:48Z,"{'number_of_reviews': 2, 'location': 'San Francisco'}","{'overall': 5, 'food': 4, 'service': 4, 'ambience': 5, 'value': 5, 'noise': 'Do Not Recall'}","[{'id': '62848577', 'timestamp': '2024-03-17T12:09:04Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/62848577-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/62848577-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/62848577-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/62848577-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/62848577-1?width=640&height=360'}]}, {'id': '62848578', 'timestamp': '2024-03-17T12:09:17Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/62848578-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/62848578-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/62848578-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/62848578-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/62848578-1?width=640&height=360'}]}, {'id': '62848579', 'timestamp': '2024-03-17T12:09:27Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/62848579-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/62848579-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/62848579-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/62848579-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/62848579-1?width=640&height=360'}]}, {'id': '62848580', 'timestamp': '2024-03-17T12:09:39Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/62848580-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/62848580-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/62848580-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/62848580-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/62848580-1?width=640&height=360'}]}]",r/the-alchemist-bar-and-restaurant-berlin,,
OT-294264-63873-320090028662,"Ein ganz tolles Erlebnis welches wir nur weiterempfehlen können. Die cocktails sind nicht nur besonders angerichtet und interactiv, sondern schmecken auch noch hervorragend. GEHT HIN
Gegessen haben wir dort nicht, aber es sah an den anderen Tischen gut aus",2026-05-09T20:00:00Z,2026-05-10T10:53:45Z,"{'name': 'Sarah', 'number_of_reviews': 1, 'location': 'Keulen'}","{'overall': 5, 'food': 3, 'service': 4, 'ambience': 5, 'value': 5, 'noise': 'Energetic'}",,r/the-alchemist-bar-and-restaurant-berlin,"{'content': 'Hey Sarah,\nVielen Dank für Ihren Besuch im The Alchemist und Ihr Feedback. Wir freuen uns sehr, dass Sie eine angenehme Erfahrung hatten. Wir können es kaum erwarten, Sie bald wieder bei uns begrüßen zu dürfen.  Mit herzlichen Grüßen,\n  The Alchemist Berlin Team', 'date': '2026-05-11T08:26:36Z'}",
OT-294264-63193-120193670752,Wir hatten Freunde eingeladen und wir waren mega begeistert. Es passt alles rundherum.,2026-04-24T19:15:00Z,2026-04-29T19:38:45Z,"{'name': 'René', 'number_of_reviews': 1, 'location': 'Nedersaksen'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 5, 'noise': 'Do Not Recall'}",,r/the-alchemist-bar-and-restaurant-berlin,"{'content': 'Hallo Rene,\nWir schätzen es sehr, dass Sie Freunde eingeladen und eine so schöne Bewertung hinterlassen haben. Es freut uns sehr, dass Sie alle so begeistert waren und dass alles so gut zusammengepasst hat. Es ist wunderbar zu hören, dass Ihnen das gesamte Erlebnis gefallen hat. Wir freuen uns darauf, Sie bald wieder bei uns begrüßen zu dürfen.\nThe Alchemist Berlin Team', 'date': '2026-05-08T11:11:58Z'}",
OT-294264-61787-170149495437,"Es war ein tolle Zeit, mit geschmacklichen und optischen Überraschungen und Highlight. Vielen Dank ans Team",2026-03-28T16:30:00Z,2026-03-29T13:43:18Z,"{'name': 'Kenneth', 'number_of_reviews': 1, 'location': 'Washington, D.C'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 4, 'noise': 'Energetic'}",,r/the-alchemist-bar-and-restaurant-berlin,"{'content': 'Hey Kenneth,\nVielen Dank für Ihre wunderbare Bewertung. Wir freuen uns sehr, dass Sie eine tolle Zeit hatten und dass die Gerichte Sie sowohl geschmacklich als auch optisch überraschen konnten. Es bedeutet uns viel, dass Sie ein echtes Highlight bei uns gefunden haben. Vielen Dank auch für Ihr Lob an das Team – wir freuen uns darauf, Sie bald wieder bei uns begrüßen zu dürfen!\nThe Alchemist Berlin Team', 'date': '2026-03-30T08:34:19Z'}",
OT-294264-61202-100168204890,"It was a nice and chill atmosphere, even quiet in around 18:00 but the staff was friendly, drinks nice and creative, and food portions were okay. I liked that I reserved for a birthday and they even brought me an unexpected birthday cake and that was so special, definitely the cherry on top. I would definitely visit again.",2026-03-19T17:30:00Z,2026-03-21T17:47:55Z,"{'name': 'Vanessa', 'number_of_reviews': 1, 'location': 'Mexico-Stad'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 4, 'noise': 'Do Not Recall'}",,r/the-alchemist-bar-and-restaurant-berlin,"{'content': ""Hey Vanessa,\nThank you for visiting The Alchemist and providing us such lovely feedback. We are so glad that you had an enjoyable experience. We're eagerly looking forward to having you back with us soon. \nSending warm regards, \nThe Alchemist Berlin Team"", 'date': '2026-03-23T12:40:32Z'}",
OT-294264-61157-180053795198,"Todo excelente de primera muy agradable ambiente y el servicio simpático y amistoso, el llegar perfecto para ir antes del concierto de la filarmónica de Berlín",2026-03-16T17:00:00Z,2026-03-19T16:36:18Z,"{'name': 'Susana', 'number_of_reviews': 14, 'location': 'Los Angeles'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 4, 'noise': 'Do Not Recall'}","[{'id': '92384489', 'timestamp': '2026-03-19T16:37:09Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/92384489-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/92384489-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/92384489-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/92384489-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/92384489-1?width=640&height=360'}]}]",r/the-alchemist-bar-and-restaurant-berlin,"{'content': ""Hey Susana,\nThank you for visiting The Alchemist and providing us such lovely feedback. We are so glad that you had an enjoyable experience. We're eagerly looking forward to having you back with us soon. \nSending warm regards, \nThe Alchemist Berlin Team"", 'date': '2026-03-23T12:40:54Z'}",
OT-294264-60165-320099230112,Amazing experience with very fun drinks and nice food.,2026-02-25T17:45:00Z,2026-03-01T12:36:00Z,"{'name': 'Lily', 'number_of_reviews': 1, 'location': 'Berlijn'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 5, 'noise': 'Do Not Recall'}",,r/the-alchemist-bar-and-restaurant-berlin,"{'content': ""Hey Lily\nThank you so much for the lovely review. We're delighted you had an amazing experience and enjoyed our fun drinks and the food. It means a lot to hear that the flavours and presentation hit the mark. We look forward to welcoming you back soon for more creative cocktails and dishes.\nThe Alchemist Berlin Team"", 'date': '2026-03-23T12:43:59Z'}",
OT-294264-59998-300093988330,"Alles war super. Fand es nur sehr schade, dass die Küche so früh schließt.",2026-02-20T20:30:00Z,2026-02-21T16:27:27Z,"{'name': 'Eda Deniz', 'number_of_reviews': 1, 'location': 'Berlijn'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 5, 'noise': 'Moderate'}",,r/the-alchemist-bar-and-restaurant-berlin,"{'content': 'Hey Eda,\nVielen Dank für Ihre nette Bewertung. Wir freuen uns sehr, dass Ihnen ansonsten alles während Ihres Besuchs gefallen hat. Es tut uns leid, dass Sie enttäuscht waren, dass die Küche früh schließt. Wir schätzen Ihr Feedback zu unseren Öffnungszeiten. Bitte schauen Sie beim nächsten Mal auf unsere Website oder rufen Sie vorher an, um sicherzugehen, dass die Küche noch geöffnet ist, wenn Sie ankommen.\nThe Alchemist Berlin Team', 'date': '2026-05-14T10:35:12Z'}",
OT-294264-58505-340106696704,"Alles soweit in Ordnung / gerne wieder
Super angenehme Atmosphäre",2026-02-14T19:00:00Z,2026-02-27T14:45:30Z,"{'name': 'Ay', 'number_of_reviews': 1, 'location': 'Berlijn'}","{'overall': 5, 'food': 4, 'service': 4, 'ambience': 5, 'value': 5, 'noise': 'Do Not Recall'}",,r/the-alchemist-bar-and-restaurant-berlin,"{'content': 'Hey Ay,\nVielen Dank für Ihre freundliche Bewertung. Wir freuen uns sehr zu hören, dass alles in Ordnung war und Sie unsere angenehme Atmosphäre genossen haben. Es bedeutet uns viel, dass Sie wiederkommen würden. Unser Ziel ist es, einen entspannten Raum für Mahlzeiten und Gespräche zu schaffen, und wir freuen uns darauf, Sie bald wieder bei uns begrüßen zu dürfen.\nThe Alchemist Berlin Team', 'date': '2026-03-23T12:45:07Z'}",
OT-294264-57929-320000353462,"Leider eine sehr negative Erfahrung.
Der Empfang im zerknitterten weißen T-Shirt unpersönlich und nicht professionell.
Der Service leider ebensowenig.

Getränkequalität war leider unterirdisch. Alkoholfreie Cocktails geschmacklos, reguläre Cocktails Preis-Leistung nicht gut. Viel zu wenig Menge, viel zu wenig Effekt obwohl als Effekt Drink in der Karte beschrieben.
Beschreibung der Drinks in der Karte nicht lesbar, da viel zu klein geschrieben. Schriftgröße 5?

Als wir mit Karte bezahlen wollten, wurde das EC Gerät auf den Tisch geknallt und die Kellnerin verschwand wieder.

Service, Empfehlungen, Nachfrage nach einem zweiten Getränk, Kommunikation mit dem Gast. All das fand hier nicht statt.

Lust auf einen netten Abend mit guten Drinks? Dann ist der Alchemist leider zur falschen Adresse geworden.",2026-01-17T21:00:00Z,2026-01-18T12:50:57Z,"{'name': 'Andreas', 'number_of_reviews': 2, 'location': 'Berlijn'}","{'overall': 1, 'food': 3, 'service': 1, 'ambience': 2, 'value': 1, 'noise': 'Do Not Recall'}","[{'id': '91470440', 'timestamp': '2026-01-18T12:51:02Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/91470440-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/91470440-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/91470440-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/91470440-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/91470440-1?width=640&height=360'}]}]",r/the-alchemist-bar-and-restaurant-berlin,"{'content': 'Hey Andreas, \nWir möchten uns herzlich für Ihr Feedback zu Ihrem letzten Besuch bedanken. Es tut uns aufrichtig leid, dass wir Ihre Erwartungen im Alchemist nicht erfüllen konnten. Die Zufriedenheit unserer Gäste liegt uns sehr am Herzen und es ist unser oberstes Ziel, Ihnen das bestmögliche Erlebnis zu bieten. \nMit freundlichen Grüßen, \n Das Alchemist Berlin Team', 'date': '2026-01-19T10:00:38Z'}",
OT-294264-18979-180198877748,"Geweldige ervaring gehad! Wel rekening houden met dat je maar +/- 1.5 uur daar bent, niet een avond vullend iets. Maar hele bijzondere ervaring waarbij eten én drinken op leuke manieren werd opgediend. Mega aanrader voor iedereen!",2024-03-16T18:00:00Z,2024-03-17T12:08:48Z,"{'number_of_reviews': 2, 'location': 'San Francisco'}","{'overall': 5, 'food': 4, 'service': 4, 'ambience': 5, 'value': 5, 'noise': 'Do Not Recall'}","[{'id': '62848577', 'timestamp': '2024-03-17T12:09:04Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/62848577-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/62848577-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/62848577-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/62848577-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/62848577-1?width=640&height=360'}]}, {'id': '62848578', 'timestamp': '2024-03-17T12:09:17Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/62848578-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/62848578-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/62848578-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/62848578-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/62848578-1?width=640&height=360'}]}, {'id': '62848579', 'timestamp': '2024-03-17T12:09:27Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/62848579-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/62848579-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/62848579-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/62848579-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/62848579-1?width=640&height=360'}]}, {'id': '62848580', 'timestamp': '2024-03-17T12:09:39Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/62848580-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/62848580-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/62848580-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/62848580-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/62848580-1?width=640&height=360'}]}]",r/the-alchemist-bar-and-restaurant-berlin,,
OT-294264-63873-320090028662,"Ein ganz tolles Erlebnis welches wir nur weiterempfehlen können. Die cocktails sind nicht nur besonders angerichtet und interactiv, sondern schmecken auch noch hervorragend. GEHT HIN
Gegessen haben wir dort nicht, aber es sah an den anderen Tischen gut aus",2026-05-09T20:00:00Z,2026-05-10T10:53:45Z,"{'name': 'Sarah', 'number_of_reviews': 1, 'location': 'Keulen'}","{'overall': 5, 'food': 3, 'service': 4, 'ambience': 5, 'value': 5, 'noise': 'Energetic'}",,r/the-alchemist-bar-and-restaurant-berlin,"{'content': 'Hey Sarah,\nVielen Dank für Ihren Besuch im The Alchemist und Ihr Feedback. Wir freuen uns sehr, dass Sie eine angenehme Erfahrung hatten. Wir können es kaum erwarten, Sie bald wieder bei uns begrüßen zu dürfen.  Mit herzlichen Grüßen,\n  The Alchemist Berlin Team', 'date': '2026-05-11T08:26:36Z'}",
OT-294264-63193-120193670752,Wir hatten Freunde eingeladen und wir waren mega begeistert. Es passt alles rundherum.,2026-04-24T19:15:00Z,2026-04-29T19:38:45Z,"{'name': 'René', 'number_of_reviews': 1, 'location': 'Nedersaksen'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 5, 'noise': 'Do Not Recall'}",,r/the-alchemist-bar-and-restaurant-berlin,"{'content': 'Hallo Rene,\nWir schätzen es sehr, dass Sie Freunde eingeladen und eine so schöne Bewertung hinterlassen haben. Es freut uns sehr, dass Sie alle so begeistert waren und dass alles so gut zusammengepasst hat. Es ist wunderbar zu hören, dass Ihnen das gesamte Erlebnis gefallen hat. Wir freuen uns darauf, Sie bald wieder bei uns begrüßen zu dürfen.\nThe Alchemist Berlin Team', 'date': '2026-05-08T11:11:58Z'}",
OT-294264-61787-170149495437,"Es war ein tolle Zeit, mit geschmacklichen und optischen Überraschungen und Highlight. Vielen Dank ans Team",2026-03-28T16:30:00Z,2026-03-29T13:43:18Z,"{'name': 'Kenneth', 'number_of_reviews': 1, 'location': 'Washington, D.C'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 4, 'noise': 'Energetic'}",,r/the-alchemist-bar-and-restaurant-berlin,"{'content': 'Hey Kenneth,\nVielen Dank für Ihre wunderbare Bewertung. Wir freuen uns sehr, dass Sie eine tolle Zeit hatten und dass die Gerichte Sie sowohl geschmacklich als auch optisch überraschen konnten. Es bedeutet uns viel, dass Sie ein echtes Highlight bei uns gefunden haben. Vielen Dank auch für Ihr Lob an das Team – wir freuen uns darauf, Sie bald wieder bei uns begrüßen zu dürfen!\nThe Alchemist Berlin Team', 'date': '2026-03-30T08:34:19Z'}",
OT-294264-61202-100168204890,"It was a nice and chill atmosphere, even quiet in around 18:00 but the staff was friendly, drinks nice and creative, and food portions were okay. I liked that I reserved for a birthday and they even brought me an unexpected birthday cake and that was so special, definitely the cherry on top. I would definitely visit again.",2026-03-19T17:30:00Z,2026-03-21T17:47:55Z,"{'name': 'Vanessa', 'number_of_reviews': 1, 'location': 'Mexico-Stad'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 4, 'noise': 'Do Not Recall'}",,r/the-alchemist-bar-and-restaurant-berlin,"{'content': ""Hey Vanessa,\nThank you for visiting The Alchemist and providing us such lovely feedback. We are so glad that you had an enjoyable experience. We're eagerly looking forward to having you back with us soon. \nSending warm regards, \nThe Alchemist Berlin Team"", 'date': '2026-03-23T12:40:32Z'}",
